Año;Tipo territorio;Código territorio;Territorio;Rama de actividad;Valor;Estado dato
2018;Municipios;0881;Montejo de la Sierra;Servicios de distribución y hostelería;20;
2018;Municipios;0894;Moraleja de Enmedio;Servicios de distribución y hostelería;678;
2018;Municipios;0908;Moralzarzal;Servicios de distribución y hostelería;1326;
2018;Municipios;0915;Morata de Tajuña;Servicios de distribución y hostelería;872;
2018;Municipios;0920;Móstoles;Servicios de distribución y hostelería;28865;
2018;Municipios;0936;Navacerrada;Servicios de distribución y hostelería;361;
2018;Municipios;0941;Navalafuente;Servicios de distribución y hostelería;134;
2018;Municipios;0954;Navalagamella;Servicios de distribución y hostelería;252;
2018;Municipios;0967;Navalcarnero;Servicios de distribución y hostelería;3006;
2018;Municipios;0973;Navarredonda y San Mamés;Servicios de distribución y hostelería;12;
2018;Municipios;0992;Navas del Rey;Servicios de distribución y hostelería;246;
2018;Municipios;1006;Nuevo Baztán;Servicios de distribución y hostelería;751;
2018;Municipios;1013;Olmeda de las Fuentes;Servicios de distribución y hostelería;25;
2018;Municipios;1028;Orusco de Tajuña;Servicios de distribución y hostelería;98;
2018;Municipios;1049;Paracuellos de Jarama;Servicios de distribución y hostelería;2825;
2018;Municipios;1065;Parla;Servicios de distribución y hostelería;16604;
2018;Municipios;1071;Patones;Servicios de distribución y hostelería;38;
2018;Municipios;1087;Pedrezuela;Servicios de distribución y hostelería;583;
2018;Municipios;1090;Pelayos de la Presa;Servicios de distribución y hostelería;206;
2018;Municipios;1104;Perales de Tajuña;Servicios de distribución y hostelería;337;
2018;Municipios;1111;Pezuela de las Torres;Servicios de distribución y hostelería;89;
2018;Municipios;1126;Pinilla del Valle;Servicios de distribución y hostelería;8;
2018;Municipios;1132;Pinto;Servicios de distribución y hostelería;6459;
2018;Municipios;1147;Piñuécar-Gandullas;Servicios de distribución y hostelería;9;
2018;Municipios;1150;Pozuelo de Alarcón;Servicios de distribución y hostelería;7171;
2018;Municipios;1163;Pozuelo del Rey;Servicios de distribución y hostelería;143;
2018;Municipios;1179;Prádena del Rincón;Servicios de distribución y hostelería;6;
2018;Municipios;1185;Puebla de la Sierra;Servicios de distribución y hostelería;3;
2018;Municipios;9020;Puentes Viejas;Servicios de distribución y hostelería;53;
2018;Municipios;1198;Quijorna;Servicios de distribución y hostelería;390;
2018;Municipios;1202;Rascafría;Servicios de distribución y hostelería;222;
2018;Municipios;1219;Redueña;Servicios de distribución y hostelería;28;
2018;Municipios;1224;Ribatejada;Servicios de distribución y hostelería;66;
2018;Municipios;1230;Rivas-Vaciamadrid;Servicios de distribución y hostelería;10694;
2018;Municipios;1245;Robledillo de la Jara;Servicios de distribución y hostelería;1;
2018;Municipios;1258;Robledo de Chavela;Servicios de distribución y hostelería;338;
2018;Municipios;1261;Robregordo;Servicios de distribución y hostelería;5;
2018;Municipios;1277;Rozas de Madrid (Las);Servicios de distribución y hostelería;8886;
2018;Municipios;1283;Rozas de Puerto Real;Servicios de distribución y hostelería;24;
2018;Municipios;1296;San Agustín del Guadalix;Servicios de distribución y hostelería;1579;
2018;Municipios;1300;San Fernando de Henares;Servicios de distribución y hostelería;6822;
2018;Municipios;1317;San Lorenzo de El Escorial;Servicios de distribución y hostelería;1915;
2018;Municipios;1322;San Martín de la Vega;Servicios de distribución y hostelería;2433;
2018;Municipios;1338;San Martín de Valdeiglesias;Servicios de distribución y hostelería;713;
2018;Municipios;1343;San Sebastián de los Reyes;Servicios de distribución y hostelería;12380;
2018;Municipios;1356;Santa María de la Alameda;Servicios de distribución y hostelería;92;
2018;Municipios;1369;Santorcaz;Servicios de distribución y hostelería;79;
2018;Municipios;1375;Santos de la Humosa (Los);Servicios de distribución y hostelería;237;
2018;Municipios;1381;Serna del Monte (La);Servicios de distribución y hostelería;14;
2018;Municipios;1408;Serranillos del Valle;Servicios de distribución y hostelería;568;
2018;Municipios;1415;Sevilla la Nueva;Servicios de distribución y hostelería;1016;
2018;Municipios;9999;Sin municipio asignado;Servicios de distribución y hostelería;99399;
2018;Municipios;1436;Somosierra;Servicios de distribución y hostelería;10;
2018;Municipios;1441;Soto del Real;Servicios de distribución y hostelería;790;
2018;Municipios;1454;Talamanca de Jarama;Servicios de distribución y hostelería;392;
2018;Municipios;1467;Tielmes;Servicios de distribución y hostelería;252;
2018;Municipios;1473;Titulcia;Servicios de distribución y hostelería;169;
2018;Municipios;1489;Torrejón de Ardoz;Servicios de distribución y hostelería;18189;
2018;Municipios;1492;Torrejón de la Calzada;Servicios de distribución y hostelería;1134;
2018;Municipios;1505;Torrejón de Velasco;Servicios de distribución y hostelería;538;
2018;Municipios;1512;Torrelaguna;Servicios de distribución y hostelería;495;
2018;Municipios;1527;Torrelodones;Servicios de distribución y hostelería;1869;
2018;Municipios;1533;Torremocha de Jarama;Servicios de distribución y hostelería;56;
2018;Municipios;1548;Torres de la Alameda;Servicios de distribución y hostelería;1092;
2018;Municipios;9036;Tres Cantos;Servicios de distribución y hostelería;3914;
2018;Municipios;1551;Valdaracete;Servicios de distribución y hostelería;43;
2018;Municipios;1564;Valdeavero;Servicios de distribución y hostelería;160;
2018;Municipios;1570;Valdelaguna;Servicios de distribución y hostelería;65;
2018;Municipios;1586;Valdemanco;Servicios de distribución y hostelería;76;
2018;Municipios;1599;Valdemaqueda;Servicios de distribución y hostelería;62;
2018;Municipios;1603;Valdemorillo;Servicios de distribución y hostelería;1326;
2018;Municipios;1610;Valdemoro;Servicios de distribución y hostelería;8914;
2018;Municipios;1625;Valdeolmos-Alalpardo;Servicios de distribución y hostelería;432;
2018;Municipios;1631;Valdepiélagos;Servicios de distribución y hostelería;65;
2018;Municipios;1646;Valdetorres de Jarama;Servicios de distribución y hostelería;491;
2018;Municipios;1659;Valdilecha;Servicios de distribución y hostelería;396;
2018;Municipios;1662;Valverde de Alcalá;Servicios de distribución y hostelería;42;
2018;Municipios;1678;Velilla de San Antonio;Servicios de distribución y hostelería;1798;
2018;Municipios;1684;Vellón (El);Servicios de distribución y hostelería;196;
2018;Municipios;1697;Venturada;Servicios de distribución y hostelería;185;
2018;Municipios;1718;Villa del Prado;Servicios de distribución y hostelería;557;
2018;Municipios;1701;Villaconejos;Servicios de distribución y hostelería;476;
2018;Municipios;1723;Villalbilla;Servicios de distribución y hostelería;1569;
2018;Municipios;1739;Villamanrique de Tajo;Servicios de distribución y hostelería;75;
2018;Municipios;1744;Villamanta;Servicios de distribución y hostelería;216;
2018;Municipios;1757;Villamantilla;Servicios de distribución y hostelería;112;
2018;Municipios;1760;Villanueva de la Cañada;Servicios de distribución y hostelería;1913;
2018;Municipios;1782;Villanueva de Perales;Servicios de distribución y hostelería;187;
2018;Municipios;1776;Villanueva del Pardillo;Servicios de distribución y hostelería;1891;
2018;Municipios;1795;Villar del Olmo;Servicios de distribución y hostelería;280;
2018;Municipios;1809;Villarejo de Salvanés;Servicios de distribución y hostelería;777;
2018;Municipios;1816;Villaviciosa de Odón;Servicios de distribución y hostelería;3086;
2018;Municipios;1821;Villavieja del Lozoya;Servicios de distribución y hostelería;19;
2018;Municipios;1837;Zarzalejo;Servicios de distribución y hostelería;134;
2018;Zonas Estadísticas;03;Este Metropolitano;Servicios de distribución y hostelería;87762;
2018;Zonas Estadísticas;01;Municipio de Madrid;Servicios de distribución y hostelería;368627;
2018;Zonas Estadísticas;07;Nordeste Comunidad;Servicios de distribución y hostelería;7489;
2018;Zonas Estadísticas;02;Norte Metropolitano;Servicios de distribución y hostelería;42312;
2018;Zonas Estadísticas;05;Oeste Metropolitano;Servicios de distribución y hostelería;48635;
2018;Zonas Estadísticas;11;Sierra Central;Servicios de distribución y hostelería;18291;
2018;Zonas Estadísticas;06;Sierra Norte;Servicios de distribución y hostelería;4264;
2018;Zonas Estadísticas;10;Sierra Sur;Servicios de distribución y hostelería;2903;
2018;Zonas Estadísticas;99;Sin Zona asignada;Servicios de distribución y hostelería;99399;
2018;Zonas Estadísticas;08;Sudeste Comunidad;Servicios de distribución y hostelería;12486;
2018;Zonas Estadísticas;09;Sudoeste Comunidad;Servicios de distribución y hostelería;15298;
2018;Zonas Estadísticas;04;Sur Metropolitano;Servicios de distribución y hostelería;172214;
2019;Comunidad de Madrid;;Comunidad de Madrid;Servicios de distribución y hostelería;900941;
2019;Municipios;0014;Acebeda (La);Servicios de distribución y hostelería;9;
2019;Municipios;0029;Ajalvir;Servicios de distribución y hostelería;570;
2019;Municipios;0035;Alameda del Valle;Servicios de distribución y hostelería;26;
2019;Municipios;0040;Álamo (El);Servicios de distribución y hostelería;1035;
2019;Municipios;0053;Alcalá de Henares;Servicios de distribución y hostelería;24009;
2019;Municipios;0066;Alcobendas;Servicios de distribución y hostelería;15412;
2019;Municipios;0072;Alcorcón;Servicios de distribución y hostelería;21506;
2019;Municipios;0088;Aldea del Fresno;Servicios de distribución y hostelería;233;
2019;Municipios;0091;Algete;Servicios de distribución y hostelería;2871;
2019;Municipios;0105;Alpedrete;Servicios de distribución y hostelería;1616;
2019;Municipios;0112;Ambite;Servicios de distribución y hostelería;49;
2019;Municipios;0127;Anchuelo;Servicios de distribución y hostelería;138;
2019;Municipios;0133;Aranjuez;Servicios de distribución y hostelería;5673;
2019;Municipios;0148;Arganda del Rey;Servicios de distribución y hostelería;7066;
2019;Municipios;0151;Arroyomolinos;Servicios de distribución y hostelería;3393;
2019;Municipios;0164;Atazar (El);Servicios de distribución y hostelería;7;
2019;Municipios;0170;Batres;Servicios de distribución y hostelería;178;
2019;Municipios;0186;Becerril de la Sierra;Servicios de distribución y hostelería;659;
2019;Municipios;0199;Belmonte de Tajo;Servicios de distribución y hostelería;154;
2019;Municipios;0210;Berrueco (El);Servicios de distribución y hostelería;69;
2019;Municipios;0203;Berzosa del Lozoya;Servicios de distribución y hostelería;9;
2019;Municipios;0225;Boadilla del Monte;Servicios de distribución y hostelería;4754;
2019;Municipios;0231;Boalo (El);Servicios de distribución y hostelería;759;
2019;Municipios;0246;Braojos;Servicios de distribución y hostelería;23;
2019;Municipios;0259;Brea de Tajo;Servicios de distribución y hostelería;36;
2019;Municipios;0262;Brunete;Servicios de distribución y hostelería;1201;
2019;Municipios;0278;Buitrago del Lozoya;Servicios de distribución y hostelería;236;
2019;Municipios;0284;Bustarviejo;Servicios de distribución y hostelería;238;
2019;Municipios;0297;Cabanillas de la Sierra;Servicios de distribución y hostelería;86;
2019;Municipios;0301;Cabrera (La);Servicios de distribución y hostelería;377;
2019;Municipios;0318;Cadalso de los Vidrios;Servicios de distribución y hostelería;208;
2019;Municipios;0323;Camarma de Esteruelas;Servicios de distribución y hostelería;897;
2019;Municipios;0339;Campo Real;Servicios de distribución y hostelería;891;
2019;Municipios;0344;Canencia;Servicios de distribución y hostelería;36;
2019;Municipios;0357;Carabaña;Servicios de distribución y hostelería;215;
2019;Municipios;0360;Casarrubuelos;Servicios de distribución y hostelería;429;
2019;Municipios;0376;Cenicientos;Servicios de distribución y hostelería;165;
2019;Municipios;0382;Cercedilla;Servicios de distribución y hostelería;744;
2019;Municipios;0395;Cervera de Buitrago;Servicios de distribución y hostelería;10;
2019;Municipios;0513;Chapinería;Servicios de distribución y hostelería;219;
2019;Municipios;0528;Chinchón;Servicios de distribución y hostelería;723;
2019;Municipios;0409;Ciempozuelos;Servicios de distribución y hostelería;2810;
2019;Municipios;0416;Cobeña;Servicios de distribución y hostelería;874;
2019;Municipios;0468;Collado Mediano;Servicios de distribución y hostelería;641;
2019;Municipios;0474;Collado Villalba;Servicios de distribución y hostelería;8515;
2019;Municipios;0437;Colmenar de Oreja;Servicios de distribución y hostelería;920;
2019;Municipios;0421;Colmenar del Arroyo;Servicios de distribución y hostelería;124;
2019;Municipios;0455;Colmenar Viejo;Servicios de distribución y hostelería;5876;
2019;Municipios;0442;Colmenarejo;Servicios de distribución y hostelería;976;
2019;Municipios;0480;Corpa;Servicios de distribución y hostelería;81;
2019;Municipios;0493;Coslada;Servicios de distribución y hostelería;12933;
2019;Municipios;0506;Cubas de la Sagra;Servicios de distribución y hostelería;633;
2019;Municipios;0534;Daganzo de Arriba;Servicios de distribución y hostelería;1437;
2019;Municipios;0549;Escorial (El);Servicios de distribución y hostelería;1653;
2019;Municipios;0552;Estremera;Servicios de distribución y hostelería;101;
2019;Municipios;0565;Fresnedillas de la Oliva;Servicios de distribución y hostelería;158;
2019;Municipios;0571;Fresno de Torote;Servicios de distribución y hostelería;229;
2019;Municipios;0587;Fuenlabrada;Servicios de distribución y hostelería;30472;
2019;Municipios;0590;Fuente el Saz de Jarama;Servicios de distribución y hostelería;904;
2019;Municipios;0604;Fuentidueña de Tajo;Servicios de distribución y hostelería;205;
2019;Municipios;0611;Galapagar;Servicios de distribución y hostelería;3830;
2019;Municipios;0626;Garganta de los Montes;Servicios de distribución y hostelería;34;
2019;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Servicios de distribución y hostelería;31;
