Año;Tipo territorio;Código territorio;Territorio;Rama de actividad;Valor;Estado dato
2020;Zonas Estadísticas;03;Este Metropolitano;Total;285262;
2020;Zonas Estadísticas;01;Municipio de Madrid;Total;1436912;
2020;Zonas Estadísticas;07;Nordeste Comunidad;Total;24770;
2020;Zonas Estadísticas;02;Norte Metropolitano;Total;153661;
2020;Zonas Estadísticas;05;Oeste Metropolitano;Total;207867;
2020;Zonas Estadísticas;11;Sierra Central;Total;70285;
2020;Zonas Estadísticas;06;Sierra Norte;Total;15561;
2020;Zonas Estadísticas;10;Sierra Sur;Total;11679;
2020;Zonas Estadísticas;99;Sin Zona asignada;Total;456307;
2020;Zonas Estadísticas;08;Sudeste Comunidad;Total;40454;
2020;Zonas Estadísticas;09;Sudoeste Comunidad;Total;53092;
2020;Zonas Estadísticas;04;Sur Metropolitano;Total;555910;
2021;Comunidad de Madrid;;Comunidad de Madrid;Total;3240328;
2021;Municipios;0014;Acebeda (La);Total;38;
2021;Municipios;0029;Ajalvir;Total;1772;
2021;Municipios;0035;Alameda del Valle;Total;77;
2021;Municipios;0040;Álamo (El);Total;3242;
2021;Municipios;0053;Alcalá de Henares;Total;78031;
2021;Municipios;0066;Alcobendas;Total;51948;
2021;Municipios;0072;Alcorcón;Total;71523;
2021;Municipios;0088;Aldea del Fresno;Total;858;
2021;Municipios;0091;Algete;Total;8967;
2021;Municipios;0105;Alpedrete;Total;5885;
2021;Municipios;0112;Ambite;Total;196;
2021;Municipios;0127;Anchuelo;Total;433;
2021;Municipios;0133;Aranjuez;Total;19840;
2021;Municipios;0148;Arganda del Rey;Total;23258;
2021;Municipios;0151;Arroyomolinos;Total;11591;
2021;Municipios;0164;Atazar (El);Total;44;
2021;Municipios;0170;Batres;Total;583;
2021;Municipios;0186;Becerril de la Sierra;Total;2183;
2021;Municipios;0199;Belmonte de Tajo;Total;670;
2021;Municipios;0210;Berrueco (El);Total;217;
2021;Municipios;0203;Berzosa del Lozoya;Total;59;
2021;Municipios;0225;Boadilla del Monte;Total;21560;
2021;Municipios;0231;Boalo (El);Total;3018;
2021;Municipios;0246;Braojos;Total;102;
2021;Municipios;0259;Brea de Tajo;Total;180;
2021;Municipios;0262;Brunete;Total;4350;
2021;Municipios;0278;Buitrago del Lozoya;Total;811;
2021;Municipios;0284;Bustarviejo;Total;931;
2021;Municipios;0297;Cabanillas de la Sierra;Total;299;
2021;Municipios;0301;Cabrera (La);Total;1034;
2021;Municipios;0318;Cadalso de los Vidrios;Total;983;
2021;Municipios;0323;Camarma de Esteruelas;Total;2675;
2021;Municipios;0339;Campo Real;Total;2557;
2021;Municipios;0344;Canencia;Total;134;
2021;Municipios;0357;Carabaña;Total;715;
2021;Municipios;0360;Casarrubuelos;Total;1369;
2021;Municipios;0376;Cenicientos;Total;639;
2021;Municipios;0382;Cercedilla;Total;2851;
2021;Municipios;0395;Cervera de Buitrago;Total;46;
2021;Municipios;0513;Chapinería;Total;785;
2021;Municipios;0528;Chinchón;Total;1961;
2021;Municipios;0409;Ciempozuelos;Total;9134;
2021;Municipios;0416;Cobeña;Total;2898;
2021;Municipios;0468;Collado Mediano;Total;2716;
2021;Municipios;0474;Collado Villalba;Total;27502;
2021;Municipios;0437;Colmenar de Oreja;Total;2979;
2021;Municipios;0421;Colmenar del Arroyo;Total;556;
2021;Municipios;0455;Colmenar Viejo;Total;21879;
2021;Municipios;0442;Colmenarejo;Total;3675;
2021;Municipios;0480;Corpa;Total;249;
2021;Municipios;0493;Coslada;Total;38338;
2021;Municipios;0506;Cubas de la Sagra;Total;2232;
2021;Municipios;0534;Daganzo de Arriba;Total;4246;
2021;Municipios;0549;Escorial (El);Total;6219;
2021;Municipios;0552;Estremera;Total;433;
2021;Municipios;0565;Fresnedillas de la Oliva;Total;570;
2021;Municipios;0571;Fresno de Torote;Total;716;
2021;Municipios;0587;Fuenlabrada;Total;86755;
2021;Municipios;0590;Fuente el Saz de Jarama;Total;2687;
2021;Municipios;0604;Fuentidueña de Tajo;Total;672;
2021;Municipios;0611;Galapagar;Total;14637;
2021;Municipios;0626;Garganta de los Montes;Total;126;
2021;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;93;
2021;Municipios;0647;Gascones;Total;87;
2021;Municipios;0650;Getafe;Total;75114;
2021;Municipios;0663;Griñón;Total;4000;
2021;Municipios;0679;Guadalix de la Sierra;Total;2428;
2021;Municipios;0685;Guadarrama;Total;6485;
2021;Municipios;0698;Hiruela (La);Total;5;
2021;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;50;
2021;Municipios;0719;Horcajuelo de la Sierra;Total;35;
2021;Municipios;0724;Hoyo de Manzanares;Total;3271;
2021;Municipios;0730;Humanes de Madrid;Total;8016;
2021;Municipios;0745;Leganés;Total;77481;
2021;Municipios;0758;Loeches;Total;3578;
2021;Municipios;0761;Lozoya;Total;192;
2021;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;396;
2021;Municipios;0783;Madarcos;Total;27;
2021;Municipios;0796;Madrid;Total;1393758;
2021;Municipios;0800;Majadahonda;Total;30043;
2021;Municipios;0822;Manzanares el Real;Total;3361;
2021;Municipios;0838;Meco;Total;5339;
2021;Municipios;0843;Mejorada del Campo;Total;10244;
2021;Municipios;0856;Miraflores de la Sierra;Total;2395;
2021;Municipios;0869;Molar (El);Total;3308;
2021;Municipios;0875;Molinos (Los);Total;1745;
2021;Municipios;0881;Montejo de la Sierra;Total;101;
2021;Municipios;0894;Moraleja de Enmedio;Total;2167;
2021;Municipios;0908;Moralzarzal;Total;4979;
2021;Municipios;0915;Morata de Tajuña;Total;2888;
2021;Municipios;0920;Móstoles;Total;87295;
2021;Municipios;0936;Navacerrada;Total;1094;
2021;Municipios;0941;Navalafuente;Total;507;
2021;Municipios;0954;Navalagamella;Total;916;
2021;Municipios;0967;Navalcarnero;Total;10830;
2021;Municipios;0973;Navarredonda y San Mamés;Total;37;
2021;Municipios;0992;Navas del Rey;Total;946;
2021;Municipios;1006;Nuevo Baztán;Total;2240;
2021;Municipios;1013;Olmeda de las Fuentes;Total;138;
2021;Municipios;1028;Orusco de Tajuña;Total;382;
2021;Municipios;1049;Paracuellos de Jarama;Total;9466;
2021;Municipios;1065;Parla;Total;50124;
2021;Municipios;1071;Patones;Total;147;
2021;Municipios;1087;Pedrezuela;Total;2194;
2021;Municipios;1090;Pelayos de la Presa;Total;771;
2021;Municipios;1104;Perales de Tajuña;Total;1060;
2021;Municipios;1111;Pezuela de las Torres;Total;259;
2021;Municipios;1126;Pinilla del Valle;Total;52;
2021;Municipios;1132;Pinto;Total;20591;
2021;Municipios;1147;Piñuécar-Gandullas;Total;73;
2021;Municipios;1150;Pozuelo de Alarcón;Total;36054;
2021;Municipios;1163;Pozuelo del Rey;Total;433;
2021;Municipios;1179;Prádena del Rincón;Total;44;
2021;Municipios;1185;Puebla de la Sierra;Total;19;
2021;Municipios;9020;Puentes Viejas;Total;227;
2021;Municipios;1198;Quijorna;Total;1340;
2021;Municipios;1202;Rascafría;Total;645;
2021;Municipios;1219;Redueña;Total;103;
2021;Municipios;1224;Ribatejada;Total;243;
2021;Municipios;1230;Rivas-Vaciamadrid;Total;37317;
2021;Municipios;1245;Robledillo de la Jara;Total;22;
2021;Municipios;1258;Robledo de Chavela;Total;1320;
2021;Municipios;1261;Robregordo;Total;13;
2021;Municipios;1277;Rozas de Madrid (Las);Total;39084;
2021;Municipios;1283;Rozas de Puerto Real;Total;105;
2021;Municipios;1296;San Agustín del Guadalix;Total;5482;
2021;Municipios;1300;San Fernando de Henares;Total;18869;
2021;Municipios;1317;San Lorenzo de El Escorial;Total;7095;
2021;Municipios;1322;San Martín de la Vega;Total;7495;
2021;Municipios;1338;San Martín de Valdeiglesias;Total;2720;
2021;Municipios;1343;San Sebastián de los Reyes;Total;39272;
2021;Municipios;1356;Santa María de la Alameda;Total;442;
2021;Municipios;1369;Santorcaz;Total;275;
2021;Municipios;1375;Santos de la Humosa (Los);Total;846;
2021;Municipios;1381;Serna del Monte (La);Total;39;
2021;Municipios;1408;Serranillos del Valle;Total;1627;
2021;Municipios;1415;Sevilla la Nueva;Total;3725;
2021;Municipios;9999;Sin municipio asignado;Total;456750;
2021;Municipios;1436;Somosierra;Total;30;
2021;Municipios;1441;Soto del Real;Total;3480;
2021;Municipios;1454;Talamanca de Jarama;Total;1375;
2021;Municipios;1467;Tielmes;Total;986;
2021;Municipios;1473;Titulcia;Total;520;
2021;Municipios;1489;Torrejón de Ardoz;Total;55620;
2021;Municipios;1492;Torrejón de la Calzada;Total;3371;
2021;Municipios;1505;Torrejón de Velasco;Total;1633;
2021;Municipios;1512;Torrelaguna;Total;1836;
2021;Municipios;1527;Torrelodones;Total;9263;
2021;Municipios;1533;Torremocha de Jarama;Total;269;
2021;Municipios;1548;Torres de la Alameda;Total;3092;
2021;Municipios;9036;Tres Cantos;Total;19775;
2021;Municipios;1551;Valdaracete;Total;219;
2021;Municipios;1564;Valdeavero;Total;516;
2021;Municipios;1570;Valdelaguna;Total;217;
2021;Municipios;1586;Valdemanco;Total;301;
2021;Municipios;1599;Valdemaqueda;Total;253;
2021;Municipios;1603;Valdemorillo;Total;5087;
2021;Municipios;1610;Valdemoro;Total;28595;
2021;Municipios;1625;Valdeolmos-Alalpardo;Total;1510;
2021;Municipios;1631;Valdepiélagos;Total;215;
2021;Municipios;1646;Valdetorres de Jarama;Total;1646;
2021;Municipios;1659;Valdilecha;Total;1123;
2021;Municipios;1662;Valverde de Alcalá;Total;166;
2021;Municipios;1678;Velilla de San Antonio;Total;5340;
2021;Municipios;1684;Vellón (El);Total;672;
2021;Municipios;1697;Venturada;Total;749;
2021;Municipios;1718;Villa del Prado;Total;2523;
2021;Municipios;1701;Villaconejos;Total;1289;
2021;Municipios;1723;Villalbilla;Total;5338;
2021;Municipios;1739;Villamanrique de Tajo;Total;238;
2021;Municipios;1744;Villamanta;Total;854;
2021;Municipios;1757;Villamantilla;Total;494;
2021;Municipios;1760;Villanueva de la Cañada;Total;8489;
2021;Municipios;1782;Villanueva de Perales;Total;585;
2021;Municipios;1776;Villanueva del Pardillo;Total;7225;
2021;Municipios;1795;Villar del Olmo;Total;973;
2021;Municipios;1809;Villarejo de Salvanés;Total;2839;
2021;Municipios;1816;Villaviciosa de Odón;Total;11017;
2021;Municipios;1821;Villavieja del Lozoya;Total;90;
2021;Municipios;1837;Zarzalejo;Total;567;
2021;Zonas Estadísticas;03;Este Metropolitano;Total;278255;
2021;Zonas Estadísticas;01;Municipio de Madrid;Total;1393758;
2021;Zonas Estadísticas;07;Nordeste Comunidad;Total;24476;
2021;Zonas Estadísticas;02;Norte Metropolitano;Total;150221;
2021;Zonas Estadísticas;05;Oeste Metropolitano;Total;205270;
2021;Zonas Estadísticas;11;Sierra Central;Total;69493;
2021;Zonas Estadísticas;06;Sierra Norte;Total;15401;
2021;Zonas Estadísticas;10;Sierra Sur;Total;11573;
2021;Zonas Estadísticas;99;Sin Zona asignada;Total;456750;
2021;Zonas Estadísticas;08;Sudeste Comunidad;Total;40144;
2021;Zonas Estadísticas;09;Sudoeste Comunidad;Total;53024;
2021;Zonas Estadísticas;04;Sur Metropolitano;Total;541963;
2022;Comunidad de Madrid;;Comunidad de Madrid;Total;3405633;
2022;Municipios;0014;Acebeda (La);Total;35;
2022;Municipios;0029;Ajalvir;Total;1874;
2022;Municipios;0035;Alameda del Valle;Total;82;
2022;Municipios;0040;Álamo (El);Total;3436;
2022;Municipios;0053;Alcalá de Henares;Total;80228;
2022;Municipios;0066;Alcobendas;Total;53779;
2022;Municipios;0072;Alcorcón;Total;73991;
2022;Municipios;0088;Aldea del Fresno;Total;911;
2022;Municipios;0091;Algete;Total;9416;
2022;Municipios;0105;Alpedrete;Total;6158;
2022;Municipios;0112;Ambite;Total;209;
2022;Municipios;0127;Anchuelo;Total;457;
2022;Municipios;0133;Aranjuez;Total;20724;
2022;Municipios;0148;Arganda del Rey;Total;24433;
2022;Municipios;0151;Arroyomolinos;Total;12431;
2022;Municipios;0164;Atazar (El);Total;42;
2022;Municipios;0170;Batres;Total;618;
2022;Municipios;0186;Becerril de la Sierra;Total;2336;
2022;Municipios;0199;Belmonte de Tajo;Total;672;
2022;Municipios;0210;Berrueco (El);Total;233;
2022;Municipios;0203;Berzosa del Lozoya;Total;57;
2022;Municipios;0225;Boadilla del Monte;Total;23296;
2022;Municipios;0231;Boalo (El);Total;3177;
2022;Municipios;0246;Braojos;Total;109;
2022;Municipios;0259;Brea de Tajo;Total;177;
2022;Municipios;0262;Brunete;Total;4572;
2022;Municipios;0278;Buitrago del Lozoya;Total;838;
2022;Municipios;0284;Bustarviejo;Total;966;
2022;Municipios;0297;Cabanillas de la Sierra;Total;320;
2022;Municipios;0301;Cabrera (La);Total;1088;
2022;Municipios;0318;Cadalso de los Vidrios;Total;1030;
2022;Municipios;0323;Camarma de Esteruelas;Total;2830;
2022;Municipios;0339;Campo Real;Total;2620;
2022;Municipios;0344;Canencia;Total;142;
2022;Municipios;0357;Carabaña;Total;771;
2022;Municipios;0360;Casarrubuelos;Total;1422;
2022;Municipios;0376;Cenicientos;Total;644;
2022;Municipios;0382;Cercedilla;Total;2930;
2022;Municipios;0395;Cervera de Buitrago;Total;44;
2022;Municipios;0513;Chapinería;Total;855;
2022;Municipios;0528;Chinchón;Total;2053;
2022;Municipios;0409;Ciempozuelos;Total;9428;
2022;Municipios;0416;Cobeña;Total;3020;
2022;Municipios;0468;Collado Mediano;Total;2892;
2022;Municipios;0474;Collado Villalba;Total;28734;
2022;Municipios;0437;Colmenar de Oreja;Total;3149;
2022;Municipios;0421;Colmenar del Arroyo;Total;580;
2022;Municipios;0455;Colmenar Viejo;Total;22831;
2022;Municipios;0442;Colmenarejo;Total;3826;
2022;Municipios;0480;Corpa;Total;249;
2022;Municipios;0493;Coslada;Total;38865;
2022;Municipios;0506;Cubas de la Sagra;Total;2345;
2022;Municipios;0534;Daganzo de Arriba;Total;4477;
2022;Municipios;0549;Escorial (El);Total;6418;
2022;Municipios;0552;Estremera;Total;456;
2022;Municipios;0565;Fresnedillas de la Oliva;Total;604;
2022;Municipios;0571;Fresno de Torote;Total;753;
2022;Municipios;0587;Fuenlabrada;Total;89447;
2022;Municipios;0590;Fuente el Saz de Jarama;Total;2881;
2022;Municipios;0604;Fuentidueña de Tajo;Total;686;
2022;Municipios;0611;Galapagar;Total;15426;
2022;Municipios;0626;Garganta de los Montes;Total;144;
2022;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;98;
2022;Municipios;0647;Gascones;Total;95;
2022;Municipios;0650;Getafe;Total;78648;
2022;Municipios;0663;Griñón;Total;4101;
2022;Municipios;0679;Guadalix de la Sierra;Total;2581;
2022;Municipios;0685;Guadarrama;Total;6681;
2022;Municipios;0698;Hiruela (La);Total;6;
2022;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;52;
2022;Municipios;0719;Horcajuelo de la Sierra;Total;38;
2022;Municipios;0724;Hoyo de Manzanares;Total;3409;
2022;Municipios;0730;Humanes de Madrid;Total;8282;
2022;Municipios;0745;Leganés;Total;79952;
2022;Municipios;0758;Loeches;Total;3793;
2022;Municipios;0761;Lozoya;Total;213;
2022;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;446;
2022;Municipios;0783;Madarcos;Total;27;
2022;Municipios;0796;Madrid;Total;1451234;
2022;Municipios;0800;Majadahonda;Total;31185;
2022;Municipios;0822;Manzanares el Real;Total;3485;
2022;Municipios;0838;Meco;Total;5651;
2022;Municipios;0843;Mejorada del Campo;Total;10656;
2022;Municipios;0856;Miraflores de la Sierra;Total;2503;
2022;Municipios;0869;Molar (El);Total;3510;
2022;Municipios;0875;Molinos (Los);Total;1836;
2022;Municipios;0881;Montejo de la Sierra;Total;106;
2022;Municipios;0894;Moraleja de Enmedio;Total;2269;
2022;Municipios;0908;Moralzarzal;Total;5200;
2022;Municipios;0915;Morata de Tajuña;Total;3055;
2022;Municipios;0920;Móstoles;Total;89947;
2022;Municipios;0936;Navacerrada;Total;1143;
2022;Municipios;0941;Navalafuente;Total;570;
2022;Municipios;0954;Navalagamella;Total;964;
2022;Municipios;0967;Navalcarnero;Total;11561;
2022;Municipios;0973;Navarredonda y San Mamés;Total;41;
2022;Municipios;0992;Navas del Rey;Total;1003;
2022;Municipios;1006;Nuevo Baztán;Total;2366;
2022;Municipios;1013;Olmeda de las Fuentes;Total;141;
2022;Municipios;1028;Orusco de Tajuña;Total;433;
2022;Municipios;1049;Paracuellos de Jarama;Total;10084;
2022;Municipios;1065;Parla;Total;52816;
2022;Municipios;1071;Patones;Total;155;
2022;Municipios;1087;Pedrezuela;Total;2292;
2022;Municipios;1090;Pelayos de la Presa;Total;846;
2022;Municipios;1104;Perales de Tajuña;Total;1132;
2022;Municipios;1111;Pezuela de las Torres;Total;272;
2022;Municipios;1126;Pinilla del Valle;Total;54;
2022;Municipios;1132;Pinto;Total;21659;
2022;Municipios;1147;Piñuécar-Gandullas;Total;75;
2022;Municipios;1150;Pozuelo de Alarcón;Total;37304;
2022;Municipios;1163;Pozuelo del Rey;Total;464;
2022;Municipios;1179;Prádena del Rincón;Total;43;
2022;Municipios;1185;Puebla de la Sierra;Total;19;
2022;Municipios;9020;Puentes Viejas;Total;242;
2022;Municipios;1198;Quijorna;Total;1402;
2022;Municipios;1202;Rascafría;Total;666;
2022;Municipios;1219;Redueña;Total;107;
2022;Municipios;1224;Ribatejada;Total;256;
2022;Municipios;1230;Rivas-Vaciamadrid;Total;39469;
2022;Municipios;1245;Robledillo de la Jara;Total;25;
2022;Municipios;1258;Robledo de Chavela;Total;1432;
2022;Municipios;1261;Robregordo;Total;14;
2022;Municipios;1277;Rozas de Madrid (Las);Total;40763;
2022;Municipios;1283;Rozas de Puerto Real;Total;134;
2022;Municipios;1296;San Agustín del Guadalix;Total;5697;
2022;Municipios;1300;San Fernando de Henares;Total;19249;
2022;Municipios;1317;San Lorenzo de El Escorial;Total;7407;
2022;Municipios;1322;San Martín de la Vega;Total;7888;
2022;Municipios;1338;San Martín de Valdeiglesias;Total;2900;
2022;Municipios;1343;San Sebastián de los Reyes;Total;40905;
2022;Municipios;1356;Santa María de la Alameda;Total;464;
2022;Municipios;1369;Santorcaz;Total;301;
2022;Municipios;1375;Santos de la Humosa (Los);Total;870;
2022;Municipios;1381;Serna del Monte (La);Total;41;
2022;Municipios;1408;Serranillos del Valle;Total;1678;
2022;Municipios;1415;Sevilla la Nueva;Total;3900;
2022;Municipios;9999;Sin municipio asignado;Total;505534;
2022;Municipios;1436;Somosierra;Total;25;
2022;Municipios;1441;Soto del Real;Total;3621;
2022;Municipios;1454;Talamanca de Jarama;Total;1509;
2022;Municipios;1467;Tielmes;Total;1014;
2022;Municipios;1473;Titulcia;Total;528;
2022;Municipios;1489;Torrejón de Ardoz;Total;58532;
2022;Municipios;1492;Torrejón de la Calzada;Total;3551;
2022;Municipios;1505;Torrejón de Velasco;Total;1770;
2022;Municipios;1512;Torrelaguna;Total;1939;
2022;Municipios;1527;Torrelodones;Total;9682;
2022;Municipios;1533;Torremocha de Jarama;Total;293;
2022;Municipios;1548;Torres de la Alameda;Total;3205;
2022;Municipios;9036;Tres Cantos;Total;20729;
2022;Municipios;1551;Valdaracete;Total;225;
2022;Municipios;1564;Valdeavero;Total;529;
2022;Municipios;1570;Valdelaguna;Total;240;
2022;Municipios;1586;Valdemanco;Total;322;
2022;Municipios;1599;Valdemaqueda;Total;281;
2022;Municipios;1603;Valdemorillo;Total;5440;
2022;Municipios;1610;Valdemoro;Total;30247;
2022;Municipios;1625;Valdeolmos-Alalpardo;Total;1606;
2022;Municipios;1631;Valdepiélagos;Total;243;
2022;Municipios;1646;Valdetorres de Jarama;Total;1793;
2022;Municipios;1659;Valdilecha;Total;1176;
2022;Municipios;1662;Valverde de Alcalá;Total;174;
2022;Municipios;1678;Velilla de San Antonio;Total;5660;
2022;Municipios;1684;Vellón (El);Total;686;
2022;Municipios;1697;Venturada;Total;813;
2022;Municipios;1718;Villa del Prado;Total;2621;
2022;Municipios;1701;Villaconejos;Total;1357;
2022;Municipios;1723;Villalbilla;Total;5791;
2022;Municipios;1739;Villamanrique de Tajo;Total;245;
2022;Municipios;1744;Villamanta;Total;934;
2022;Municipios;1757;Villamantilla;Total;551;
2022;Municipios;1760;Villanueva de la Cañada;Total;8963;
2022;Municipios;1782;Villanueva de Perales;Total;621;
2022;Municipios;1776;Villanueva del Pardillo;Total;7549;
2022;Municipios;1795;Villar del Olmo;Total;1061;
2022;Municipios;1809;Villarejo de Salvanés;Total;2930;
2022;Municipios;1816;Villaviciosa de Odón;Total;11450;
2022;Municipios;1821;Villavieja del Lozoya;Total;90;
2022;Municipios;1837;Zarzalejo;Total;580;
2022;Zonas Estadísticas;03;Este Metropolitano;Total;289050;
2022;Zonas Estadísticas;01;Municipio de Madrid;Total;1451234;
2022;Zonas Estadísticas;07;Nordeste Comunidad;Total;26038;
2022;Zonas Estadísticas;02;Norte Metropolitano;Total;156377;
2022;Zonas Estadísticas;05;Oeste Metropolitano;Total;214784;
2022;Zonas Estadísticas;11;Sierra Central;Total;72602;
2022;Zonas Estadísticas;06;Sierra Norte;Total;16274;
2022;Zonas Estadísticas;10;Sierra Sur;Total;12317;
2022;Zonas Estadísticas;99;Sin Zona asignada;Total;505534;
2022;Zonas Estadísticas;08;Sudeste Comunidad;Total;42272;
2022;Zonas Estadísticas;09;Sudoeste Comunidad;Total;56122;
2022;Zonas Estadísticas;04;Sur Metropolitano;Total;563029;
2023;Comunidad de Madrid;;Comunidad de Madrid;Total;3537654;
2023;Municipios;0014;Acebeda (La);Total;33;
2023;Municipios;0029;Ajalvir;Total;1974;
2023;Municipios;0035;Alameda del Valle;Total;79;
2023;Municipios;0040;Álamo (El);Total;3593;
2023;Municipios;0053;Alcalá de Henares;Total;81965;
2023;Municipios;0066;Alcobendas;Total;55382;
2023;Municipios;0072;Alcorcón;Total;75818;
2023;Municipios;0088;Aldea del Fresno;Total;938;
2023;Municipios;0091;Algete;Total;9592;
2023;Municipios;0105;Alpedrete;Total;6282;
2023;Municipios;0112;Ambite;Total;208;
2023;Municipios;0127;Anchuelo;Total;485;
2023;Municipios;0133;Aranjuez;Total;21311;
2023;Municipios;0148;Arganda del Rey;Total;24982;
2023;Municipios;0151;Arroyomolinos;Total;13202;
2023;Municipios;0164;Atazar (El);Total;34;
2023;Municipios;0170;Batres;Total;635;
2023;Municipios;0186;Becerril de la Sierra;Total;2435;
2023;Municipios;0199;Belmonte de Tajo;Total;682;
2023;Municipios;0210;Berrueco (El);Total;234;
2023;Municipios;0203;Berzosa del Lozoya;Total;59;
2023;Municipios;0225;Boadilla del Monte;Total;24578;
2023;Municipios;0231;Boalo (El);Total;3237;
2023;Municipios;0246;Braojos;Total;105;
2023;Municipios;0259;Brea de Tajo;Total;175;
2023;Municipios;0262;Brunete;Total;4689;
2023;Municipios;0278;Buitrago del Lozoya;Total;828;
2023;Municipios;0284;Bustarviejo;Total;992;
2023;Municipios;0297;Cabanillas de la Sierra;Total;337;
2023;Municipios;0301;Cabrera (La);Total;1111;
2023;Municipios;0318;Cadalso de los Vidrios;Total;1038;
2023;Municipios;0323;Camarma de Esteruelas;Total;2900;
2023;Municipios;0339;Campo Real;Total;2700;
2023;Municipios;0344;Canencia;Total;133;
2023;Municipios;0357;Carabaña;Total;799;
2023;Municipios;0360;Casarrubuelos;Total;1498;
2023;Municipios;0376;Cenicientos;Total;655;
2023;Municipios;0382;Cercedilla;Total;3077;
2023;Municipios;0395;Cervera de Buitrago;Total;33;
2023;Municipios;0513;Chapinería;Total;861;
2023;Municipios;0528;Chinchón;Total;2108;
2023;Municipios;0409;Ciempozuelos;Total;9727;
2023;Municipios;0416;Cobeña;Total;3131;
2023;Municipios;0468;Collado Mediano;Total;2994;
2023;Municipios;0474;Collado Villalba;Total;29611;
2023;Municipios;0437;Colmenar de Oreja;Total;3207;
2023;Municipios;0421;Colmenar del Arroyo;Total;612;
2023;Municipios;0455;Colmenar Viejo;Total;23803;
2023;Municipios;0442;Colmenarejo;Total;4018;
2023;Municipios;0480;Corpa;Total;271;
2023;Municipios;0493;Coslada;Total;38993;
2023;Municipios;0506;Cubas de la Sagra;Total;2479;
2023;Municipios;0534;Daganzo de Arriba;Total;4614;
2023;Municipios;0549;Escorial (El);Total;6636;
2023;Municipios;0552;Estremera;Total;465;
2023;Municipios;0565;Fresnedillas de la Oliva;Total;636;
2023;Municipios;0571;Fresno de Torote;Total;804;
2023;Municipios;0587;Fuenlabrada;Total;90115;
2023;Municipios;0590;Fuente el Saz de Jarama;Total;2984;
2023;Municipios;0604;Fuentidueña de Tajo;Total;695;
2023;Municipios;0611;Galapagar;Total;15940;
2023;Municipios;0626;Garganta de los Montes;Total;140;
2023;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;110;
2023;Municipios;0647;Gascones;Total;101;
2023;Municipios;0650;Getafe;Total;80998;
2023;Municipios;0663;Griñón;Total;4205;
2023;Municipios;0679;Guadalix de la Sierra;Total;2666;
2023;Municipios;0685;Guadarrama;Total;6910;
2023;Municipios;0698;Hiruela (La);Total;7;
2023;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;60;
2023;Municipios;0719;Horcajuelo de la Sierra;Total;35;
2023;Municipios;0724;Hoyo de Manzanares;Total;3514;
2023;Municipios;0730;Humanes de Madrid;Total;8627;
2023;Municipios;0745;Leganés;Total;81898;
2023;Municipios;0758;Loeches;Total;3878;
2023;Municipios;0761;Lozoya;Total;201;
2023;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;449;
2023;Municipios;0783;Madarcos;Total;29;
2023;Municipios;0796;Madrid;Total;1494001;
2023;Municipios;0800;Majadahonda;Total;31900;
2023;Municipios;0822;Manzanares el Real;Total;3582;
2023;Municipios;0838;Meco;Total;5773;
2023;Municipios;0843;Mejorada del Campo;Total;10744;
2023;Municipios;0856;Miraflores de la Sierra;Total;2588;
2023;Municipios;0869;Molar (El);Total;3643;
2023;Municipios;0875;Molinos (Los);Total;1893;
2023;Municipios;0881;Montejo de la Sierra;Total;110;
2023;Municipios;0894;Moraleja de Enmedio;Total;2334;
2023;Municipios;0908;Moralzarzal;Total;5420;
2023;Municipios;0915;Morata de Tajuña;Total;3143;
2023;Municipios;0920;Móstoles;Total;91515;
2023;Municipios;0936;Navacerrada;Total;1195;
2023;Municipios;0941;Navalafuente;Total;606;
2023;Municipios;0954;Navalagamella;Total;1013;
2023;Municipios;0967;Navalcarnero;Total;12147;
2023;Municipios;0973;Navarredonda y San Mamés;Total;38;
2023;Municipios;0992;Navas del Rey;Total;1042;
2023;Municipios;1006;Nuevo Baztán;Total;2472;
2023;Municipios;1013;Olmeda de las Fuentes;Total;134;
2023;Municipios;1028;Orusco de Tajuña;Total;453;
2023;Municipios;1049;Paracuellos de Jarama;Total;10492;
2023;Municipios;1065;Parla;Total;54613;
2023;Municipios;1071;Patones;Total;157;
2023;Municipios;1087;Pedrezuela;Total;2430;
2023;Municipios;1090;Pelayos de la Presa;Total;893;
2023;Municipios;1104;Perales de Tajuña;Total;1143;
2023;Municipios;1111;Pezuela de las Torres;Total;274;
2023;Municipios;1126;Pinilla del Valle;Total;60;
2023;Municipios;1132;Pinto;Total;22480;
2023;Municipios;1147;Piñuécar-Gandullas;Total;79;
2023;Municipios;1150;Pozuelo de Alarcón;Total;38276;
2023;Municipios;1163;Pozuelo del Rey;Total;485;
2023;Municipios;1179;Prádena del Rincón;Total;50;
2023;Municipios;1185;Puebla de la Sierra;Total;19;
2023;Municipios;9020;Puentes Viejas;Total;237;
2023;Municipios;1198;Quijorna;Total;1491;
